q(t),H_ratio,S(t),MSE(model0_vs_ref),KL(f0||D),"JS(f0,D)",q_stagnation,q_tail_ratio,q_entropy_ratio
0.07445387114006957,0.9923875137513668,0.0,3.4093891028804925e-05,0.3585546349998954,0.08111257067246003,0.8915192567424856,6.888312960398164,0.9889320361029654
0.06945664414526481,0.9934448944164901,0.0,3.2744444244064505e-05,0.3525771419541638,0.07989938862596105,0.8909548366095743,6.894894475366373,0.9938300811320737
0.06480712421425222,0.994366480896555,0.0,3.145872617585669e-05,0.3464882413902136,0.07864640643504016,0.8903701324169526,6.901581609697817,0.9986222906418439
0.060479597161573306,0.9951691950743927,0.0,3.023381818128485e-05,0.3402929032742005,0.07735538306972714,0.8897644365388366,6.908341907876193,1.0033077395098562
0.05645045571278723,0.9958678431938199,0.0,2.9066955420588902e-05,0.3339984918037956,0.07602879997040901,0.8891370213581117,6.915146790201637,1.0078859212327316
0.0526979952239186,0.9964753920537849,0.0,2.795551544998647e-05,0.3276141324527043,0.07466964593414586,0.8884871464848179,6.921971195866946,1.012356702499414
0.04920223473635238,0.9970032054706559,0.0,2.689700804063509e-05,0.32115021071851885,0.07328124983700973,0.8878140652209557,6.928793243847758,1.0167202807116964
0.04594475921089347,0.9974612476555406,0.0,2.58890660594887e-05,0.31461797271363723,0.07186715037346947,0.8871170303693363,6.93559391460104,1.0209771446819214
0.042908579646616485,0.9978582588310567,0.0,2.4929437272666425e-05,0.3080292053374251,0.07043099463836791,0.8863952994695881,6.94235675423608,1.0251280385665436
0.040078008441778556,0.99820190739667,0.0,2.401597695260698e-05,0.30139597928319145,0.06897645932753996,0.8856481395318846,6.949067601807658,1.0291739289806283
0.03743854785297168,0.998498922163031,0.0,2.3146641187547303e-05,0.29473044217083116,0.06750718978269986,0.8848748313283451,6.95571433962905,1.0331159751657912
0.03497678979514868,0.998755207556322,0.0,2.2319480806363295e-05,0.28804465207328844,0.06602675319123899,0.8840746732929283,6.9622866659638625,1.036955502040502
0.03268032552776068,0.9989759442021898,0.0,2.153263584403915e-05,0.28135044391506214,0.06453860306924257,0.8832469850728761,6.968775889086808,1.040693975938221
0.03053766401164565,0.9991656769052213,0.0,2.0784330483383338e-05,0.2746593228714114,0.0630460527763203,0.8823911107680648,6.975174741466978,1.0443329828292551
0.028538157912547546,0.9993283917217884,0.0,2.00728684174023e-05,0.26798238013641007,0.06155225628447722,0.8815064218889295,6.981477212691835,1.0478742088218809
0.02667193638131976,0.9994675835648629,0.0,1.939662858423398e-05,0.26133022736419625,0.06006019478728245,0.8805923200587136,6.987678399690284,1.0513194227440248
0.024929843866278778,0.9995863155664447,0.0,1.8754061232942027e-05,0.25471294679902073,0.0585726680172592,0.879648239481602,6.993774372808517,1.0546704606162516
0.023303384316053777,0.9996872712470569,0.0,1.814368428395155e-05,0.2481400546537892,0.057092289358857136,0.8786736491947158,6.999762056326524,1.0579292118384678
0.021784670216358493,0.9997728003949069,0.0,1.756407995260937e-05,0.24162047571618187,0.05562148401653928,0.877668055118875,7.005639122063782,1.0610976069254312
0.02036637597505364,0.9998449594341896,0.0,1.7013891608395836e-05,0.2351625274877572,0.054162489633603025,0.876631001920427,7.011403894800044,1.064177606639189
0.019041695229450983,0.999905546958048,0.0,1.649182084579755e-05,0.22877391241816614,0.052717358865731034,0.8755620746942431,7.0170552683242295,1.0671711923793674
0.01780430170022529,0.9999561350135375,0.0,1.5996624745856113e-05,0.2224617170012255,0.05128796350026342,0.8744609004761148,7.022592631015794,1.0700803577045968
0.016648313259273517,0.9999980966506575,0.0,1.552711331000427e-05,0.216232416665162,0.04987599978255329,0.8733271495912308,7.028015799954981,1.0729071008699824
0.01556825891570518,1.000032630183014,0.0,1.5082147050047282e-05,0.21009188552549904,0.04848299466815833,0.8721605368441371,7.033324962648211,1.0756534182764037
0.01457536354747413,1.0000607805521062,0.0,1.4660631360654238e-05,0.2040453459672376,0.04711029795195848,0.8709608125990804,7.038520667367739,1.0783213202184316
0.013646334777778324,1.0000834581391949,0.0,1.4261522064116798e-05,0.1980975286896865,0.04575912270803278,0.869727784146775,7.043603685345253,1.080912778172173
0.012776265842840084,1.0001014553270116,0.0,1.3883819019232208e-05,0.19225261432283025,0.044430534985907266,0.8684613063859496,7.048575020692308,1.0834297465047273
0.011961446030663625,1.0001154610772827,0.0,1.3526564042445073e-05,0.18651425192970109,0.0431254609946009,0.8671612818711861,7.053435877349637,1.0858741598573993
0.011198394414862811,1.0001260737583377,0.0,1.3188839137864385e-05,0.1808855830483358,0.04184469527650797,0.8658276612655923,7.058187627735723,1.088247929751999
0.010483846074238579,1.000133812429345,0.0,1.2869764812168993e-05,0.1753692668543707,0.04058890885864824,0.8644604436518394,7.0628317851834534,1.0905529416913342
0.00981473908545727,1.0001391267633686,0.0,1.2568498468788461e-05,0.1699675060692814,0.03935865730758693,0.8630596767033328,7.067369979732368,1.0927910527001268
0.009188202251775524,1.0001424057700663,0.0,1.2284232876278672e-05,0.1646820732867149,0.038154388628245696,0.8616254567172861,7.071803936891642,1.0949640892581305
0.00860154353176934,1.000143985460012,0.0,1.201619470628357e-05,0.15951433743267815,0.036976450958713186,0.860157928511555,7.076135459031659,1.0970738455822389
0.00805223913311326,1.000144155576044,0.0,1.176364313689274e-05,0.15446529011484222,0.03582510002333303,0.8586572851872375,7.080366409100454,1.0991220822188574
0.00753792323760083,1.0001431655023836,0.0,1.1525868517575359e-05,0.14953557165224765,0.03470050631503627,0.8571237677593035,7.084498696395479,1.1011105249118294
0.0070563783247798995,1.0001412294493661,0.0,1.1302191092200922e-05,0.1447254966094383,0.033602761985311896,0.8555576646577562,7.088534264151768,1.1030408637148106
0.00660552606279019,1.0001385310001671,0.0,1.109195977695e-05,0.14003507868874687,0.03253188742653362,0.8539593111021656,7.092475078734759,1.1049147523202183
