One Model With Late Self Training,Two Models With Late Self Training,Zipf Two Models With Late Self Training,"Zipf Two Models With q(t), S(t), and C(x,f)",Zipf_Two_Models_q_S_C,Zipf_n2_qS_ramp_KLJS,Zipf_n1_qS_ramp_KLJS,Zipf_n10_qS_ramp_KLJS
7.878569806280375e-05,,8.637219509783865e-08,1.1347733123393884e-05,1.1347748499059598e-05,1.1514890556751226e-05,1.1524131186090232e-05,1.1523678390504123e-05
7.974835410331503e-05,,8.708915494702293e-08,1.1345668779811006e-05,1.1345683574385898e-05,1.15133428620572e-05,1.1522207565479387e-05,1.1521770063421172e-05
8.071831476200821e-05,,8.780792811609038e-08,1.1343660965013183e-05,1.1343675203827148e-05,1.1511751777604164e-05,1.1520256585140496e-05,1.1519833742296913e-05
8.169561609860376e-05,,8.85284838485494e-08,1.1341708200535705e-05,1.1341721907648752e-05,1.1510125904639948e-05,1.1518286202682348e-05,1.1517877413682413e-05
8.268029491831485e-05,,8.92507892982604e-08,1.1339809024091397e-05,1.1339822222363192e-05,1.1508472986386843e-05,1.15163035323426e-05,1.1515908219880415e-05
8.367238877081427e-05,,8.997480994848464e-08,1.133796199276574e-05,1.1337974703921287e-05,1.1506799980573307e-05,1.1514314919118974e-05,1.151393253300315e-05
8.467193594907793e-05,,9.07005100000546e-08,1.1336165685690502e-05,1.133617793038214e-05,1.1505113126660318e-05,1.151232600720847e-05,1.1511956023360432e-05
8.567897548811409e-05,,9.14278527291027e-08,1.133441870625724e-05,1.1334430504123176e-05,1.1503418008037352e-05,1.1510341803088056e-05,1.1509983722507757e-05
8.669354716359085e-05,,9.215680081501916e-08,1.1332719683925668e-05,1.1332731053645182e-05,1.1501719609469392e-05,1.1508366733569062e-05,1.1508020081283445e-05
8.771569149036961e-05,,9.288731663947953e-08,1.133106727567578e-05,1.133107823502136e-05,1.1500022370077778e-05,1.1506404699151826e-05,1.1506069023158618e-05
8.87454497209571e-05,,9.361936255753965e-08,1.132946016714754e-05,1.132947073303402e-05,1.149833023213474e-05,1.1504459122998368e-05,1.1504133993215458e-05
8.97828638438826e-05,,9.435290114190933e-08,1.1327897073507022e-05,1.1327907262037938e-05,1.1496646685945407e-05,1.1502532995829527e-05,1.1502218003058228e-05
9.08279765820118e-05,,9.50878954015999e-08,1.1326376740073672e-05,1.1326386566585011e-05,1.1494974811082688e-05,1.1500628917040152e-05,1.1500323671948903e-05
9.188083139080433e-05,,9.582430897622326e-08,1.1324897942739612e-05,1.1324907421841056e-05,1.1493317314230255e-05,1.1498749132311669e-05,1.1498453264445368e-05
9.294147245652462e-05,,9.65621063072365e-08,1.1323459488208395e-05,1.1323468633822205e-05,1.149167656387754e-05,1.149689556798681e-05,1.149660872480575e-05
9.40099446944135e-05,,9.73012527874784e-08,1.132206021407755e-05,1.1322069039475242e-05,1.1490054622098464e-05,1.1495069862456033e-05,1.1494791708407353e-05
9.508629374682914e-05,,9.804171489033681e-08,1.1320698988786584e-05,1.132070750662352e-05,1.1488453273633252e-05,1.1493273394790078e-05,1.149300361041387e-05
9.61705659813636e-05,,9.878346027989345e-08,1.1319374711449558e-05,1.131938293379757e-05,1.1486874052479745e-05,1.1491507310838238e-05,1.1491245591909699e-05
9.726280848894374e-05,,9.952645790336253e-08,1.131808631158924e-05,1.1318094249967374e-05,1.1485318266188289e-05,1.1489772546997246e-05,1.148951860370569e-05
9.836306908192188e-05,,1.0027067806713e-07,1.1316832748787816e-05,1.131684041419135e-05,1.1483787018041491e-05,1.1488069851841622e-05,1.148782340800666e-05
9.947139629216404e-05,,1.0101609249765997e-07,1.13156130122674e-05,1.1315620415195212e-05,1.1482281227288394e-05,1.1486399805792722e-05,1.1486160598117561e-05
0.0001005878393691,,1.0176267438849609e-07,1.131442612041206e-05,1.1314433270892404e-05,1.1480801647590605e-05,1.1484762838990834e-05,1.1484530616352318e-05
0.000101712448278,,1.0251039843453509e-07,1.1313271120241585e-05,1.1313278027856456e-05,1.1479348883827022e-05,1.14831592475224e-05,1.1482933770297109e-05
0.0001028452736978,,1.0325924085472122e-07,1.131214708684609e-05,1.1312153760754184e-05,1.1477923407392971e-05,1.1481589208142768e-05,1.1481370247568368e-05
0.0001039863670195,,1.0400917940422653e-07,1.1311053122789378e-05,1.1311059571747738e-05,1.1476525570119524e-05,1.1480052791624096e-05,1.1479840129194916e-05
0.0001051357803441,,1.0476019337716228e-07,1.1309988357487964e-05,1.130999458987245e-05,1.1475155616929144e-05,1.1478549974847708e-05,1.1478343401743404e-05
0.000106293566481,,1.0551226360078701e-07,1.1308951946571886e-05,1.1308957970396444e-05,1.1473813697335143e-05,1.1477080651750678e-05,1.1476879968296824e-05
0.0001074597789463,,1.0626537242213413e-07,1.1307943071232532e-05,1.1307948894167416e-05,1.147249987588357e-05,1.1475644643227528e-05,1.1475449658386798e-05
0.0001086344719606,,1.0701950368792253e-07,1.1306960937562115e-05,1.1306966566951068e-05,1.1471214141628763e-05,1.1474241706079633e-05,1.1474052236972307e-05
0.0001098177004478,,1.0777464271855796e-07,1.130600477588873e-05,1.1306010218765224e-05,1.1469956416726166e-05,1.1472871541097222e-05,1.147268741254968e-05
0.0001110095200333,,1.0853077627697813e-07,1.1305073840110464e-05,1.1305079103213028e-05,1.146872656421937e-05,1.1471533800351773e-05,1.1471354844471663e-05
0.0001122099870424,,1.0928789253305056e-07,1.1304167407031478e-05,1.130417249681816e-05,1.146752439509201e-05,1.1470228093770046e-05,1.1470054149546767e-05
0.0001134191584987,,1.1004598102416489e-07,1.1303284775702558e-05,1.1303289698364618e-05,1.1466349674649238e-05,1.1468953995054865e-05,1.1468784907984107e-05
0.0001146370921228,,1.1080503261262244e-07,1.1302425266768316e-05,1.1302430028243144e-05,1.146520212828814e-05,1.1467711047012216e-05,1.1467546668743258e-05
0.0001158638463307,,1.115650394403797e-07,1.130158822182281e-05,1.130159282780614e-05,1.1464081446711475e-05,1.1466498766339077e-05,1.1466338954343597e-05
0.0001170994802326,,1.1232599488164897e-07,1.1300773002775112e-05,1.1300777458732574e-05,1.1462987290634504e-05,1.1465316647921596e-05,1.1465161265182834e-05
0.0001183440536317,,1.1308789349381797e-07,1.1299978991226053e-05,1.1299983302404085e-05,1.146191929503035e-05,1.1464164168689018e-05,1.1464013083410078e-05
0.0001195976270225,,1.1385073096711597e-07,1.1299205587857178e-05,1.1299209759293358e-05,1.146087707295562e-05,1.1463040791064606e-05,1.1462893876394825e-05
0.0001208602615905,,1.1461450407339849e-07,1.1298452211832744e-05,1.129845624836556e-05,1.1459860218994216e-05,1.1461945966051294e-05,1.1461803099829566e-05
0.0001221320192104,,1.153792106144111e-07,1.1297718300215374e-05,1.1297722206493468e-05,1.1458868312354093e-05,1.146087913598632e-05,1.1460740200500422e-05
0.0001234129624455,,1.161448493698221e-07,1.1297003307395895e-05,1.1297007087886822e-05,1.1457900919648698e-05,1.1459839736996176e-05,1.1459704618757044e-05
0.0001247031545467,,1.1691142004532433e-07,1.1296306704537716e-05,1.1296310363536214e-05,1.1456957597391978e-05,1.1458827201180264e-05,1.145869579071035e-05
0.0001260026594516,,1.176789232210324e-07,1.1295627979035922e-05,1.1295631520671788e-05,1.145603789423336e-05,1.1457840958549145e-05,1.1457713150183942e-05
0.000127311541784,,1.184473603004061e-07,1.129496663399138e-05,1.1294970062236876e-05,1.145514135295679e-05,1.1456880438740968e-05,1.1456756130442906e-05
0.000128629866853,,1.1921673345988946e-07,1.129432218769973e-05,1.1294325506376658e-05,1.1454267512265727e-05,1.1455945072537431e-05,1.1455824165721304e-05
0.0001299577006526,,1.199870455994303e-07,1.129369417315539e-05,1.1293697385941748e-05,1.1453415908374112e-05,1.145503429319876e-05,1.1454916692567995e-05
0.0001312951098612,,1.2075830029402385e-07,1.1293082137570408e-05,1.129308524800673e-05,1.1452586076421484e-05,1.145414753763536e-05,1.1454033151028378e-05
0.0001326421618409,,1.21530501746413e-07,1.1292485641908074e-05,1.129248865340345e-05,1.1451777551728842e-05,1.1453284247432195e-05,1.1453172985678262e-05
0.000133998924638,,1.2230365474103458e-07,1.1291904260431078e-05,1.1291907176268847e-05,1.1450989870910365e-05,1.1452443869740484e-05,1.145233564652435e-05
0.0001353654669817,,1.230777645993141e-07,1.1291337580264036e-05,1.1291340403607195e-05,1.1450222572854636e-05,1.14516258580499e-05,1.145152058978471e-05
0.0001367418582849,,1.2385283713636705e-07,1.1290785200970055e-05,1.1290787934866411e-05,1.1449475199588e-05,1.1450829672853297e-05,1.14507272785612e-05
0.0001381281686438,,1.2462887861917418e-07,1.1290246734141216e-05,1.1290249381528246e-05,1.1448747297031264e-05,1.1450054782214838e-05,1.1449955183414774e-05
0.0001395244688378,,1.2540589572626068e-07,1.1289721803002422e-05,1.1289724366711936e-05,1.144803841566022e-05,1.144930066225139e-05,1.1449203782853571e-05
0.00014093083033,,1.2618389550892741e-07,1.1289210042028615e-05,1.128921252479114e-05,1.1447348111079283e-05,1.1448566797536092e-05,1.1448472563742752e-05
0.0001423473252674,,1.2696288535403553e-07,1.1288711096574744e-05,1.1288713501023735e-05,1.1446675944516797e-05,1.1447852681432253e-05,1.1447761021644215e-05
0.0001437740264808,,1.2774287294836974e-07,1.1288224622518342e-05,1.1288226951194152e-05,1.1446021483249814e-05,1.1447157816364856e-05,1.1447068661093533e-05
0.000145211007486,,1.285238662445765e-07,1.128775028591426e-05,1.1287752541267946e-05,1.144538430096534e-05,1.1446481714036348e-05,1.1446394995820806e-05
0.0001466583424836,,1.2930587342866897e-07,1.1287287762661283e-05,1.1287289947058212e-05,1.1444763978064428e-05,1.1445823895592678e-05,1.1445739548921414e-05
0.0001481161063602,,1.300889028890926e-07,1.1286836738180222e-05,1.1286838853903508e-05,1.144416010191498e-05,1.1445183891745049e-05,1.1445101852982182e-05
0.0001495843746887,,1.3087296318732608e-07,1.128639690710316e-05,1.128639895635695e-05,1.1443572267058496e-05,1.1444561242852278e-05,1.1444481450167837e-05
0.0001510632237294,,1.3165806303000396e-07,1.1285967972973526e-05,1.1285969957886108e-05,1.144300007537551e-05,1.1443955498968216e-05,1.1443877892272231e-05
0.0001525527304308,,1.3244421124251997e-07,1.12855496479566e-05,1.1285551570583376e-05,1.1442443136214126e-05,1.1443366219858208e-05,1.1443290740738383e-05
0.0001540529724305,,1.332314167440877e-07,1.128514165256013e-05,1.1285143514886474e-05,1.144190106648548e-05,1.1442792974988236e-05,1.1442719566650923e-05
0.0001555640280566,,1.3401968852422788e-07,1.1284743715364776e-05,1.1284745519308724e-05,1.1441373490729803e-05,1.1442235343489984e-05,1.144216395070426e-05
0.0001570859763287,,1.34809035620632e-07,1.1284355572763974e-05,1.12843573201788e-05,1.144086004115618e-05,1.14416929141048e-05,1.144162348314944e-05
0.0001586188969591,,1.3559946709837194e-07,1.1283976968712923e-05,1.1283978661389626e-05,1.144036035765904e-05,1.144116528510917e-05,1.1441097763722271e-05
0.0001601628703543,,1.3639099203041205e-07,1.128360765448642e-05,1.1283609294156063e-05,1.1439874087813928e-05,1.1440652064224124e-05,1.144058640155527e-05
0.0001617179776165,,1.371836194793791e-07,1.1283247388445175e-05,1.1283248976781146e-05,1.1439400886855e-05,1.1440152868510657e-05,1.1440089015075429e-05
0.0001632843005452,,1.3797735848054788e-07,1.1282895935810357e-05,1.1282897474430508e-05,1.1438940417636394e-05,1.143966732425322e-05,1.143960523188985e-05
0.0001648619216388,,1.3877221802599498e-07,1.1282553068446013e-05,1.1282554558914724e-05,1.143849235057937e-05,1.1439195066832865e-05,1.143913468866098e-05
0.0001664509240962,,1.395682070498772e-07,1.128221856464917e-05,1.1282220008479328e-05,1.1438056363607103e-05,1.1438735740591707e-05,1.1438677030972935e-05
0.0001680513918189,,1.403653344147962e-07,1.128189220894726e-05,1.1281893607602116e-05,1.1437632142068575e-05,1.143828899869006e-05,1.1438231913190444e-05
0.0001696634094128,,1.4116360889918602e-07,1.1281573791902632e-05,1.1281575146797603e-05,1.1437219378653102e-05,1.1437854502957497e-05,1.1437798998311555e-05
0.0001712870621902,,1.419630391857001e-07,1.1281263109923887e-05,1.1281264422428314e-05,1.1436817773296747e-05,1.143743192373894e-05,1.14373779578153e-05
0.0001729224361722,,1.4276363385053888e-07,1.1280959965083825e-05,1.1280961236522586e-05,1.1436427033081802e-05,1.143702093973682e-05,1.1436968471505295e-05
0.0001745696180902,,1.4356540135367956e-07,1.1280664164943671e-05,1.1280665396598788e-05,1.143604687213034e-05,1.1436621237850146e-05,1.1436570227350173e-05
0.000176228695389,,1.4436835002996462e-07,1.128037552238346e-05,1.12803767154956e-05,1.1435677011492851e-05,1.1436232513011285e-05,1.1436182921321674e-05
0.0001778997562287,,1.4517248808100514e-07,1.128009385543824e-05,1.1280095011208186e-05,1.1435317179032752e-05,1.1435854468021209e-05,1.143580625723105e-05
0.0001795828894872,,1.4597782356786058e-07,1.1279818987139977e-05,1.1279820106730014e-05,1.1434967109307528e-05,1.1435486813383758e-05,1.1435439946564483e-05
0.0001812781847628,,1.4678436440445225e-07,1.1279550745364876e-05,1.1279551829900133e-05,1.1434626543447218e-05,1.1435129267139529e-05,1.1435083708318016e-05
0.0001829857323769,,1.475921183516692e-07,1.127928896268596e-05,1.1279290013255688e-05,1.1434295229030827e-05,1.1434781554699831e-05,1.1434737268832532e-05
0.0001847056233764,,1.484010930121391e-07,1.1279033476230671e-05,1.1279034493889488e-05,1.1433972919961213e-05,1.1434443408681208e-05,1.1434400361629165e-05
0.0001864379495369,,1.4921129582561073e-07,1.1278784127543384e-05,1.1278785113312444e-05,1.1433659376338915e-05,1.1434114568740795e-05,1.1434072727245603e-05
0.0001881828033651,,1.500227340649285e-07,1.1278540762452506e-05,1.1278541717320667e-05,1.1433354364335404e-05,1.143379478141298e-05,1.1433754113073528e-05
0.0001899402781023,,1.508354148325532e-07,1.1278303230942185e-05,1.1278304155867075e-05,1.1433057656066072e-05,1.143348379994751e-05,1.143344427319754e-05
0.0001917104677265,,1.516493450576009e-07,1.1278071387028272e-05,1.1278072282937353e-05,1.143276902946334e-05,1.1433181384149414e-05,1.1433142968235802e-05
0.0001934934669567,,1.5246453149337284e-07,1.1277845088638483e-05,1.127784595643005e-05,1.143248826815017e-05,1.1432887300220863e-05,1.1432849965182631e-05
0.0001952893712547,,1.5328098071533204e-07,1.1277624197496585e-05,1.1277625038040762e-05,1.1432215161314263e-05,1.1432601320605224e-05,1.1432565037253194e-05
0.0001970982768293,,1.5409869911951238e-07,1.127740857901044e-05,1.1277409393150105e-05,1.143194950358314e-05,1.1432323223833403e-05,1.14322879637305e-05
0.0001989202806392,,1.54917692921323e-07,1.1277198102163778e-05,1.1277198890715457e-05,1.1431691094900326e-05,1.1432052794372666e-05,1.1432018529814812e-05
0.0002007554803963,,1.5573796815472386e-07,1.1276992639411555e-05,1.1276993403166297e-05,1.143143974040285e-05,1.1431789822477968e-05,1.1431756526475552e-05
0.0002026039745691,,1.5655953067174817e-07,1.127679206657876e-05,1.127679280630298e-05,1.1431195250300133e-05,1.1431534104045982e-05,1.1431501750305869e-05
0.0002044658623862,,1.5738238614234314e-07,1.1276596262762546e-05,1.1276596979198815e-05,1.1430957439754482e-05,1.1431285440471795e-05,1.1431254003379857e-05
0.0002063412438396,,1.582065400545105e-07,1.1276405110237589e-05,1.1276405804105426e-05,1.143072612876322e-05,1.1431043638508386e-05,1.1431013093112538e-05
0.0002082302196884,,1.590319977147235e-07,1.1276218494364486e-05,1.1276219166361094e-05,1.1430501142042644e-05,1.143080851012894e-05,1.1430778832122622e-05
0.0002101328914624,,1.5985876424859508e-07,1.1276036303501174e-05,1.127603695430216e-05,1.1430282308913775e-05,1.1430579872391953e-05,1.1430551038098093e-05
0.0002120493614654,,1.606868446017837e-07,1.127585842891718e-05,1.1275859059177262e-05,1.1430069463190094e-05,1.1430357547309225e-05,1.1430329533664615e-05
0.0002139797327793,,1.615162435411139e-07,1.1275684764710658e-05,1.1275685375064316e-05,1.1429862443067178e-05,1.1430141361716704e-05,1.143011414625681e-05
0.0002159241092671,,1.6234696565589369e-07,1.1275515207728042e-05,1.1275515798790188e-05,1.142966109101443e-05,1.14299311471482e-05,1.1429904707992341e-05
0.0002178825955773,,1.6317901535941414e-07,1.1275349657486316e-05,1.1275350229852904e-05,1.1429465253668786e-05,1.1429726739711916e-05,1.1429701055548874e-05
0.0002198552971468,,1.640123968906122e-07,1.1275188016097713e-05,1.1275188570346347e-05,1.1429274781730544e-05,1.142952797996988e-05,1.1429503030043823e-05
0.0002218423202053,,1.6484711431588517e-07,1.1275030188196826e-05,1.127503072488733e-05,1.1429089529861264e-05,1.1429334712820122e-05,1.142931047691692e-05
0.0002238437717783,,1.6568317153103717e-07,1.1274876080869976e-05,1.1274876600544978e-05,1.1428909356583748e-05,1.1429146787381671e-05,1.142912324581556e-05
0.0002258597596913,,1.665205722633512e-07,1.1274725603586853e-05,1.12747261067723e-05,1.1428734124184162e-05,1.1428964056882337e-05,1.1428941190482872e-05
0.000227890392573,,1.6735932007376768e-07,1.1274578668134226e-05,1.127457915533994e-05,1.1428563698616203e-05,1.1428786378549146e-05,1.1428764168648534e-05
0.000229935779859,,1.68199418359163e-07,1.1274435188551776e-05,1.1274435660271927e-05,1.1428397949407398e-05,1.1428613613501549e-05,1.1428592041922223e-05
0.0002319960317956,,1.690408703547107e-07,1.1274295081069868e-05,1.1274295537783478e-05,1.1428236749567468e-05,1.142844562664718e-05,1.1428424675689745e-05
0.0002340712594427,,1.6988367913632176e-07,1.1274158264049256e-05,1.1274158706220684e-05,1.142807997549872e-05,1.14282822865803e-05,1.1428261939011717e-05
0.0002361615746777,,1.707278476231511e-07,1.1274024657922672e-05,1.1274025086002048e-05,1.1427927506908544e-05,1.1428123465482756e-05,1.1428103704524814e-05
0.0002382670901987,,1.71573378580155e-07,1.1273894185138132e-05,1.1273894599561812e-05,1.142777922672388e-05,1.1427969039027448e-05,1.1427949848345538e-05
0.0002403879195274,,1.7242027462070732e-07,1.127376677010403e-05,1.1273767171295033e-05,1.1427635021007686e-05,1.1427818886284278e-05,1.1427800249976407e-05
0.0002425241770125,,1.73268538209247e-07,1.1273642339135878e-05,1.1273642727504269e-05,1.142749477887741e-05,1.1427672889628509e-05,1.142765479221457e-05
0.0002446759778325,,1.741181716639612e-07,1.127352082040462e-05,1.1273521196347943e-05,1.142735839242537e-05,1.1427530934651473e-05,1.1427513361062806e-05
0.0002468434379987,,1.749691771594969e-07,1.1273402143886556e-05,1.12734025077902e-05,1.1427225756641048e-05,1.142739291007364e-05,1.1427375845642778e-05
0.0002490266743573,,1.7582155672968966e-07,1.127328624131472e-05,1.1273286593552298e-05,1.142709676933528e-05,1.1427258707659905e-05,1.1427242138110597e-05
0.0002512258045926,,1.7667531227030609e-07,1.127317304613171e-05,1.1273173387065427e-05,1.142697133106629e-05,1.1427128222137114e-05,1.142711213357458e-05
0.0002534409472283,,1.775304455417973e-07,1.1273062493443956e-05,1.1273062823424951e-05,1.1426849345067527e-05,1.1427001351113771e-05,1.1426985730015166e-05
0.0002556722216302,,1.783869581720511e-07,1.1272954519977297e-05,1.1272954839345992e-05,1.1426730717177302e-05,1.142687799500184e-05,1.1426862828206954e-05
0.0002579197480076,,1.792448516591459e-07,1.127284906403388e-05,1.1272849373120296e-05,1.1426615355770153e-05,1.1426758056940628e-05,1.1426743331642785e-05
0.0002601836474146,,1.8010412737409916e-07,1.1272746065450331e-05,1.1272746364574413e-05,1.142650317168994e-05,1.142664144272268e-05,1.1426627146459878e-05
0.0002624640417513,,1.80964786563603e-07,1.1272645465557135e-05,1.1272645755029065e-05,1.1426394078184626e-05,1.142652806072168e-05,1.142651418136789e-05
0.0002647610537648,,1.8182683035274713e-07,1.127254720713921e-05,1.1272547487259689e-05,1.142628799084266e-05,1.14264178218222e-05,1.1426404347578918e-05
0.0002670748070488,,1.8269025974773026e-07,1.12724512343976e-05,1.1272451505458151e-05,1.1426184827531029e-05,1.1426310639351422e-05,1.142629755873937e-05
0.0002694054260446,,1.835550756385423e-07,1.1272357492912314e-05,1.1272357755195566e-05,1.1426084508334831e-05,1.1426206429012608e-05,1.1426193730863661e-05
0.0002717530360397,,1.844212788016328e-07,1.1272265929606184e-05,1.1272266183386124e-05,1.1425986955498424e-05,1.1426105108820412e-05,1.1426092782269694e-05
0.0002741177631671,,1.8528886990254776e-07,1.12721764927098e-05,1.1272176738252048e-05,1.1425892093368062e-05,1.1426006599037875e-05,1.1425994633516054e-05
0.0002764997344043,,1.861578494985439e-07,1.1272089131727416e-05,1.1272089369289482e-05,1.1425799848336006e-05,1.1425910822115189e-05,1.1425899207340922e-05
0.0002788990775704,,1.870282180411699e-07,1.1272003797403848e-05,1.127200402723537e-05,1.1425710148786084e-05,1.1425817702630042e-05,1.1425806428602627e-05
0.0002813159213242,,1.8789997587882085e-07,1.127192044169228e-05,1.127192066403527e-05,1.1425622925040633e-05,1.1425727167229602e-05,1.14257162242218e-05
0.0002837503951605,,1.8877312325925377e-07,1.1271839017723032e-05,1.1271839232812096e-05,1.1425538109308834e-05,1.1425639144574078e-05,1.1425628523125073e-05
0.0002862026294064,,1.896476603320744e-07,1.127175947977313e-05,1.1271759687835707e-05,1.1425455635636385e-05,1.14255535652818e-05,1.1425543256190353e-05
0.0002886727552163,,1.9052358715118625e-07,1.1271681783236796e-05,1.127168198449336e-05,1.1425375439856451e-05,1.1425470361875766e-05,1.142546035619352e-05
0.0002911609045669,,1.914009036772027e-07,1.1271605884596722e-05,1.1271606079261008e-05,1.1425297459541953e-05,1.1425389468731666e-05,1.1425379757756603e-05
0.0002936672102509,,1.9227960977982237e-07,1.1271531741396163e-05,1.1271531929675369e-05,1.1425221633959012e-05,1.142531082202729e-05,1.1425301397297363e-05
0.0002961918058693,,1.93159705240166e-07,1.127145931221181e-05,1.1271459494306773e-05,1.14251479040217e-05,1.142523435969334e-05,1.1425225212980223e-05
0.0002987348258243,,1.940411897530753e-07,1.127138855662736e-05,1.127138873273278e-05,1.142507621224791e-05,1.1425160021365538e-05,1.142515114466855e-05
0.0003012964053096,,1.949240629293668e-07,1.1271319435207912e-05,1.127131960551251e-05,1.1425006502716415e-05,1.142508774833806e-05,1.1425079133878227e-05
0.0003038766803008,,1.9580832429805817e-07,1.1271251909474948e-05,1.127125207416167e-05,1.1424938721025038e-05,1.1425017483518232e-05,1.1425009123732484e-05
0.0003064757875443,,1.966939733085362e-07,1.1271185941882108e-05,1.1271186101128283e-05,1.1424872814249924e-05,1.1424949171382448e-05,1.1424941058917965e-05
0.0003090938645449,,1.9758100933270266e-07,1.1271121495791546e-05,1.127112164976906e-05,1.1424808730905884e-05,1.1424882757933296e-05,1.1424874885641987e-05
0.000311731049553,,1.984694316670655e-07,1.1271058535450968e-05,1.1271058684326436e-05,1.14247464209078e-05,1.1424818190657849e-05,1.1424810551590944e-05
0.0003143874815494,,1.993592395347963e-07,1.1270997025971292e-05,1.1270997169906206e-05,1.1424685835533e-05,1.142475541848707e-05,1.1424748005889885e-05
0.0003170633002301,,2.0025043208774657e-07,1.127093693330489e-05,1.1270937072455778e-05,1.1424626927384688e-05,1.1424694391756365e-05,1.1424687199063151e-05
0.0003197586459887,,2.0114300840841673e-07,1.1270878224224445e-05,1.1270878358743026e-05,1.142456965035628e-05,1.1424635062167168e-05,1.1424628082996109e-05
0.0003224736598983,,2.020369675118985e-07,1.1270820866302342e-05,1.1270820996335666e-05,1.1424513959596729e-05,1.1424577382749582e-05,1.1424570610897909e-05
0.0003252084836911,,2.029323083477573e-07,1.1270764827890655e-05,1.1270764953581242e-05,1.1424459811476744e-05,1.142452130782606e-05,1.1424514737265279e-05
0.0003279632597373,,2.0382902980189402e-07,1.1270710078101624e-05,1.1270710199587604e-05,1.14244071635559e-05,1.1424466792976044e-05,1.1424460417847288e-05
0.000330738131022,,2.047271306983524e-07,1.1270656586788678e-05,1.1270656704203924e-05,1.142435597455064e-05,1.142441379500157e-05,1.1424407609611075e-05
0.0003335332411208,,2.056266098010953e-07,1.127060432452796e-05,1.127060443800222e-05,1.1424306204303103e-05,1.1424362271893852e-05,1.1424356270708513e-05
0.0003363487341734,,2.0652746581573778e-07,1.127055326260034e-05,1.1270553372259354e-05,1.1424257813750787e-05,1.1424312182800714e-05,1.1424306360443778e-05
0.0003391847548556,,2.0742969739124037e-07,1.127050337297389e-05,1.127050347893952e-05,1.1424210764897022e-05,1.1424263487994945e-05,1.1424257839241809e-05
0.0003420414483502,,2.0833330312157125e-07,1.1270454628286849e-05,1.1270454730677176e-05,1.142416502078223e-05,1.1424216148843511e-05,1.1424210668617623e-05
0.0003449189603153,,2.092382815473197e-07,1.1270407001830993e-05,1.127040710076047e-05,1.1424120545455936e-05,1.1424170127777623e-05,1.1424164811146461e-05
0.0003478174368513,,2.1014463115728133e-07,1.1270360467535504e-05,1.1270360563115024e-05,1.142407730394952e-05,1.142412538826357e-05,1.1424120230434762e-05
0.0003507370244654,,2.1105235039000057e-07,1.1270314999951188e-05,1.127031509228822e-05,1.142403526224973e-05,1.1424081894774397e-05,1.1424076891091909e-05
0.0003536778700356,,2.1196143763528146e-07,1.1270270574235167e-05,1.1270270663433847e-05,1.1423994387272852e-05,1.1424039612762333e-05,1.1424034758702773e-05
0.0003566401207712,,2.128718912356577e-07,1.1270227166135934e-05,1.1270227252297167e-05,1.14239546468396e-05,1.1423998508631966e-05,1.1423993799800966e-05
0.0003596239241723,,2.1378370948783037e-07,1.1270184751978804e-05,1.1270184835200362e-05,1.1423916009650666e-05,1.1423958549714186e-05,1.1423953981842866e-05
0.0003626294279871,,2.146968906440736e-07,1.1270143308651742e-05,1.1270143389028363e-05,1.1423878445262912e-05,1.1423919704240766e-05,1.1423915273182325e-05
0.0003656567801674,,2.1561143291359665e-07,1.1270102813591566e-05,1.127010289121505e-05,1.1423841924066226e-05,1.14238819413197e-05,1.1423877643046058e-05
0.0003687061288218,,2.1652733446388562e-07,1.1270063244770502e-05,1.127006331972978e-05,1.1423806417260958e-05,1.14238452309112e-05,1.1423841061509747e-05
0.0003717776221674,,2.17444593422002e-07,1.1270024580683067e-05,1.1270024653064316e-05,1.1423771896835989e-05,1.1423809543804314e-05,1.1423805499474735e-05
0.0003748714084787,,2.1836320787585186e-07,1.1269986800333324e-05,1.1269986870220026e-05,1.1423738335547365e-05,1.1423774851594228e-05,1.1423770928645402e-05
0.0003779876360355,,2.1928317587542538e-07,1.1269949883222433e-05,1.1269949950695464e-05,1.1423705706897517e-05,1.1423741126660154e-05,1.1423737321507147e-05
0.0003811264530685,,2.2020449543400306e-07,1.1269913809336518e-05,1.1269913874474247e-05,1.1423673985115037e-05,1.1423708342143832e-05,1.1423704651304961e-05
0.0003842880077022,,2.2112716452933218e-07,1.1269878559134892e-05,1.1269878622013226e-05,1.1423643145134968e-05,1.1423676471928614e-05,1.1423672892022586e-05
0.0003874724478972,,2.2205118110477313e-07,1.1269844113538518e-05,1.1269844174230991e-05,1.1423613162579666e-05,1.1423645490619128e-05,1.1423642018362256e-05
0.0003906799213895,,2.2297654307041674e-07,1.12698104539188e-05,1.1269810512496655e-05,1.1423584013740136e-05,1.1423615373521488e-05,1.1423612005724975e-05
0.0003939105756289,,2.239032483041736e-07,1.126977756208666e-05,1.1269777618618904e-05,1.1423555675557883e-05,1.1423586096624035e-05,1.1423582830191348e-05
0.0003971645577145,,2.248312946528332e-07,1.1269745420281864e-05,1.1269745474835343e-05,1.1423528125607264e-05,1.1423557636578636e-05,1.1423554468502906e-05
0.0004004420143297,,2.257606799330973e-07,1.126971401116266e-05,1.1269714063802125e-05,1.142350134207827e-05,1.142352997068244e-05,1.142352689804398e-05
0.0004037430916747,,2.2669140193258645e-07,1.1269683317795644e-05,1.1269683368583804e-05,1.1423475303759825e-05,1.142350307686019e-05,1.1423500096824052e-05
